Time (s),Displacement (in),Load (lbs),Gauge Strain (in/in),Hybrid Strain (in/in),Engineering Stress (psi),Temp (C),Angle (deg)
69.288,0.0293,340.389,0.00064,0.00064,6824.71535,25.0,90.0
70.837,0.02942,350.40195,0.00065,0.00065,7025.47285,25.0,90.0
72.365,0.02955,360.40227,0.00067,0.00067,7225.97639,25.0,90.0
73.943,0.02968,370.41485,0.00069,0.00069,7426.7267,25.0,90.0
75.449,0.02981,380.4211,0.00071,0.00071,7627.3492,25.0,90.0
76.886,0.02993,390.42189,0.00073,0.00073,7827.8627,25.0,90.0
78.4,0.03005,400.42838,0.00075,0.00075,8028.49018,25.0,90.0
79.896,0.03018,410.43938,0.00076,0.00076,8229.20839,25.0,90.0
81.323,0.0303,420.45498,0.00078,0.00078,8430.01845,25.0,90.0
82.813,0.03042,430.4567,0.0008,0.0008,8630.55077,25.0,90.0
84.232,0.03054,440.46512,0.00082,0.00082,8831.21698,25.0,90.0
85.664,0.03066,450.4768,0.00084,0.00084,9031.94847,25.0,90.0
87.072,0.03078,460.48079,0.00086,0.00086,9232.52616,25.0,90.0
88.536,0.0309,470.48441,0.00088,0.00088,9433.09665,25.0,90.0
89.963,0.03102,480.49488,0.00089,0.00089,9633.8038,25.0,90.0
91.368,0.03114,490.49613,0.00091,0.00091,9834.32616,25.0,90.0
92.716,0.03125,500.49717,0.00093,0.00093,10034.84519,25.0,90.0
94.123,0.03136,510.50786,0.00095,0.00095,10235.55677,25.0,90.0
95.519,0.03148,520.52201,0.00097,0.00097,10436.33806,25.0,90.0
96.904,0.0316,530.52508,0.00098,0.00098,10636.89693,25.0,90.0
98.248,0.03171,540.5406,0.001,0.001,10837.70588,25.0,90.0
99.621,0.03182,550.54635,0.00103,0.00103,11038.31898,25.0,90.0
100.937,0.03193,560.55617,0.00105,0.00105,11239.01285,25.0,90.0
102.323,0.03205,570.56455,0.00106,0.00106,11439.67906,25.0,90.0
103.635,0.03216,580.56652,0.00108,0.00108,11640.2158,25.0,90.0
104.949,0.03227,590.57546,0.0011,0.0011,11840.89197,25.0,90.0
106.276,0.03238,600.57896,0.00112,0.00112,12041.45969,25.0,90.0
107.579,0.03249,610.59382,0.00114,0.00114,12242.25537,25.0,90.0
108.882,0.0326,620.59782,0.00115,0.00115,12442.83305,25.0,90.0
110.195,0.0327,630.60078,0.00117,0.00117,12643.38971,25.0,90.0
111.486,0.03281,640.61103,0.00119,0.00119,12844.09354,25.0,90.0
112.782,0.03292,650.6158,0.00121,0.00121,13044.68672,25.0,90.0
114.087,0.03303,660.6165,0.00123,0.00123,13245.19801,25.0,90.0
115.377,0.03314,670.62511,0.00125,0.00125,13445.86754,25.0,90.0
116.668,0.03324,680.63843,0.00127,0.00127,13646.63333,25.0,90.0
117.967,0.03335,690.6494,0.00129,0.00129,13847.35044,25.0,90.0
119.187,0.03345,700.65472,0.0013,0.0013,14047.95469,25.0,90.0
120.464,0.03356,710.6625,0.00133,0.00133,14248.60761,25.0,90.0
121.688,0.03366,720.67001,0.00134,0.00134,14449.25612,25.0,90.0
122.98,0.03377,730.67543,0.00136,0.00136,14649.86257,25.0,90.0
124.191,0.03387,740.68498,0.00138,0.00138,14850.55091,25.0,90.0
125.463,0.03398,750.68606,0.0014,0.0014,15051.06995,25.0,90.0
126.689,0.03408,760.6866,0.00142,0.00142,15251.57903,25.0,90.0
127.957,0.03418,770.70081,0.00144,0.00144,15452.36142,25.0,90.0
129.16,0.03429,780.70854,0.00146,0.00146,15653.01325,25.0,90.0
130.444,0.03439,790.72417,0.00147,0.00147,15853.82441,25.0,90.0
131.635,0.03449,800.72894,0.00149,0.00149,16054.41759,25.0,90.0
132.839,0.03459,810.73063,0.00152,0.00152,16254.9488,25.0,90.0
134.099,0.0347,820.74039,0.00153,0.00153,16455.64267,25.0,90.0
135.311,0.0348,830.75328,0.00155,0.00155,16656.39851,25.0,90.0
136.501,0.0349,840.76814,0.00157,0.00157,16857.19418,25.0,90.0
137.705,0.035,850.77356,0.00159,0.00159,17057.80064,25.0,90.0
138.914,0.0351,860.78025,0.00161,0.00161,17258.43144,25.0,90.0
140.11,0.0352,870.79171,0.00163,0.00163,17459.15961,25.0,90.0
141.301,0.0353,880.79994,0.00164,0.00164,17659.82139,25.0,90.0
142.504,0.0354,890.81464,0.00166,0.00166,17860.61375,25.0,90.0
143.701,0.0355,900.82011,0.00168,0.00168,18061.22131,25.0,90.0
144.885,0.0356,910.8324,0.0017,0.0017,18261.96497,25.0,90.0
146.077,0.03569,920.84611,0.00172,0.00172,18462.73741,25.0,90.0
147.26,0.03579,930.85395,0.00174,0.00174,18663.39145,25.0,90.0
148.367,0.03589,940.86585,0.00176,0.00176,18864.12848,25.0,90.0
149.55,0.03599,950.87984,0.00178,0.00178,19064.90534,25.0,90.0
150.798,0.03609,960.88811,0.00179,0.00179,19265.56933,25.0,90.0
151.907,0.03618,970.89705,0.00182,0.00182,19466.24661,25.0,90.0
153.076,0.03628,980.89984,0.00183,0.00183,19666.79995,25.0,90.0
154.262,0.03638,990.91558,0.00186,0.00186,19867.61222,25.0,90.0
155.429,0.03647,1000.92562,0.00188,0.00188,20068.31162,25.0,90.0
156.601,0.03657,1010.92907,0.00189,0.00189,20268.87824,25.0,90.0
157.765,0.03667,1020.94426,0.00191,0.00191,20469.68166,25.0,90.0
158.953,0.03677,1030.95989,0.00193,0.00193,20670.49172,25.0,90.0
160.05,0.03686,1040.9674,0.00195,0.00195,20871.14023,25.0,90.0
161.216,0.03696,1050.97645,0.00197,0.00197,21071.81971,25.0,90.0
162.406,0.03705,1060.99351,0.00198,0.00198,21272.65854,25.0,90.0
163.574,0.03715,1071.00793,0.00201,0.00201,21473.44426,25.0,90.0
164.666,0.03724,1081.02368,0.00203,0.00203,21674.25874,25.0,90.0
165.829,0.03734,1091.03404,0.00205,0.00205,21874.96258,25.0,90.0
167.014,0.03744,1101.05044,0.00206,0.00206,22075.79034,25.0,90.0
168.11,0.03753,1111.05093,0.00208,0.00208,22276.2972,25.0,90.0
169.27,0.03763,1121.05569,0.00211,0.00211,22476.89038,25.0,90.0
170.455,0.03772,1131.06013,0.00212,0.00212,22677.47692,25.0,90.0
171.611,0.03782,1141.0672,0.00214,0.00214,22878.11657,25.0,90.0
172.704,0.03791,1151.0712,0.00216,0.00216,23078.69425,25.0,90.0
173.86,0.03801,1161.07816,0.00218,0.00218,23279.33169,25.0,90.0
175.037,0.03811,1171.08303,0.0022,0.0022,23479.92708,25.0,90.0
176.196,0.0382,1181.09735,0.00222,0.00222,23680.71058,25.0,90.0
177.293,0.0383,1191.10683,0.00224,0.00224,23881.39892,25.0,90.0
178.463,0.03839,1201.11335,0.00226,0.00226,24082.02751,25.0,90.0
179.631,0.03849,1211.12086,0.00228,0.00228,24282.6738,25.0,90.0
180.729,0.03858,1221.12673,0.0023,0.0023,24483.2891,25.0,90.0
181.882,0.03868,1231.12864,0.00232,0.00232,24683.82474,25.0,90.0
182.993,0.03877,1241.13966,0.00234,0.00234,24884.54406,25.0,90.0
184.145,0.03887,1251.15013,0.00235,0.00235,25085.25232,25.0,90.0
185.236,0.03896,1261.15413,0.00237,0.00237,25285.83,25.0,90.0
186.402,0.03906,1271.15615,0.0024,0.0024,25486.36785,25.0,90.0
187.557,0.03915,1281.1652,0.00241,0.00241,25687.04734,25.0,90.0
188.64,0.03924,1291.16623,0.00243,0.00243,25887.56527,25.0,90.0
189.797,0.03934,1301.18055,0.00245,0.00245,26088.34877,25.0,90.0
190.909,0.03943,1311.19453,0.00247,0.00247,26289.12785,25.0,90.0
192.069,0.03953,1321.20698,0.00249,0.00249,26489.87373,25.0,90.0
193.158,0.03962,1331.22163,0.00251,0.00251,26690.66608,25.0,90.0
194.248,0.03971,1341.22266,0.00253,0.00253,26891.18401,25.0,90.0
195.414,0.03981,1351.2294,0.00254,0.00254,27091.81702,25.0,90.0
196.506,0.0399,1361.24339,0.00256,0.00256,27292.59389,25.0,90.0
197.596,0.03999,1371.26001,0.00259,0.00259,27493.42608,25.0,90.0
198.77,0.04008,1381.27795,0.00261,0.00261,27694.28261,25.0,90.0
199.859,0.04018,1391.29413,0.00263,0.00263,27895.10374,25.0,90.0
200.941,0.04027,1401.3147,0.00264,0.00264,28096.01339,25.0,90.0
202.096,0.04036,1411.31892,0.00266,0.00266,28296.5955,25.0,90.0
203.199,0.04045,1421.32116,0.00269,0.00269,28497.13777,25.0,90.0
204.284,0.04054,1431.32296,0.0027,0.0027,28697.67341,25.0,90.0
205.372,0.04064,1441.33585,0.00272,0.00272,28898.42814,25.0,90.0
206.542,0.04073,1451.35214,0.00274,0.00274,29099.25148,25.0,90.0
207.635,0.04082,1461.37019,0.00276,0.00276,29300.11244,25.0,90.0
208.719,0.04092,1471.38461,0.00278,0.00278,29500.89815,25.0,90.0
209.813,0.04101,1481.39542,0.0028,0.0028,29701.61305,25.0,90.0
210.991,0.0411,1491.40534,0.00282,0.00282,29902.31024,25.0,90.0
212.078,0.04119,1501.40681,0.00284,0.00284,30102.83702,25.0,90.0
213.164,0.04129,1511.40796,0.00286,0.00286,30303.35717,25.0,90.0
214.248,0.04138,1521.41173,0.00288,0.00288,30503.93043,25.0,90.0
215.354,0.04147,1531.42342,0.0029,0.0029,30704.66081,25.0,90.0
216.503,0.04156,1541.42895,0.00292,0.00292,30905.26948,25.0,90.0
217.594,0.04165,1551.43986,0.00293,0.00293,31105.98659,25.0,90.0
218.693,0.04175,1561.45001,0.00295,0.00295,31306.68821,25.0,90.0
219.777,0.04184,1571.46948,0.00298,0.00298,31507.57573,25.0,90.0
220.863,0.04193,1581.49159,0.003,0.003,31708.51636,25.0,90.0
221.949,0.04202,1591.49679,0.00302,0.00302,31909.11839,25.0,90.0
223.116,0.04211,1601.51781,0.00304,0.00304,32110.03689,25.0,90.0
224.2,0.04221,1611.51818,0.00305,0.00305,32310.54154,25.0,90.0
225.283,0.0423,1621.52734,0.00308,0.00308,32511.22324,25.0,90.0
226.371,0.04239,1631.54396,0.0031,0.0031,32712.05322,25.0,90.0
227.465,0.04248,1641.54982,0.00312,0.00312,32912.66853,25.0,90.0
228.545,0.04257,1651.56875,0.00314,0.00314,33113.54719,25.0,90.0
229.631,0.04266,1661.57966,0.00316,0.00316,33314.26209,25.0,90.0
230.794,0.04275,1671.59639,0.00318,0.00318,33515.09649,25.0,90.0
231.879,0.04284,1681.61927,0.0032,0.0032,33716.05262,25.0,90.0
232.957,0.04294,1691.63995,0.00322,0.00322,33916.96448,25.0,90.0
234.041,0.04303,1701.64054,0.00324,0.00324,34117.47356,25.0,90.0
235.137,0.04312,1711.64388,0.00327,0.00327,34318.03796,25.0,90.0
236.291,0.04321,1721.66489,0.00329,0.00329,34518.95646,25.0,90.0
237.383,0.0433,1731.67394,0.00331,0.00331,34719.63595,25.0,90.0
238.482,0.0434,1741.67947,0.00333,0.00333,34920.24462,25.0,90.0
239.59,0.04349,1751.6816,0.00335,0.00335,35120.78468,25.0,90.0
240.677,0.04358,1761.69504,0.00338,0.00338,35321.55048,25.0,90.0
241.772,0.04367,1771.70541,0.0034,0.0034,35522.25652,25.0,90.0
242.947,0.04377,1781.72181,0.00343,0.00343,35723.08207,25.0,90.0
244.05,0.04386,1791.73656,0.00345,0.00345,35923.87664,25.0,90.0
245.151,0.04395,1801.73781,0.00347,0.00347,36124.399,25.0,90.0
246.26,0.04404,1811.74467,0.00349,0.00349,36325.03422,25.0,90.0
247.449,0.04414,1821.74625,0.00352,0.00352,36525.56322,25.0,90.0
248.625,0.04424,1831.76232,0.00355,0.00355,36726.38213,25.0,90.0
249.737,0.04433,1841.78333,0.00357,0.00357,36927.30063,25.0,90.0
250.851,0.04443,1851.78799,0.0036,0.0036,37127.89159,25.0,90.0
252.042,0.04452,1861.79264,0.00363,0.00363,37328.48256,25.0,90.0
253.222,0.04462,1871.79752,0.00366,0.00366,37529.07795,25.0,90.0
254.411,0.04472,1881.81227,0.00368,0.00368,37729.87251,25.0,90.0
255.616,0.04482,1891.81495,0.00371,0.00371,37930.42364,25.0,90.0
256.747,0.04492,1901.81983,0.00373,0.00373,38131.01903,25.0,90.0
257.957,0.04502,1911.82887,0.00377,0.00377,38331.69852,25.0,90.0
259.266,0.04513,1921.83068,0.00381,0.00381,38532.23194,25.0,90.0
260.486,0.04523,1931.83687,0.00384,0.00384,38732.85388,25.0,90.0
261.717,0.04533,1941.84987,0.00387,0.00387,38933.61304,25.0,90.0
263.031,0.04544,1951.86506,0.00391,0.00391,39134.41204,25.0,90.0
264.36,0.04555,1961.88311,0.00395,0.00395,39335.273,25.0,90.0
265.617,0.04566,1971.88776,0.00399,0.00399,39535.86396,25.0,90.0
266.966,0.04577,1981.88847,0.00403,0.00403,39736.37525,25.0,90.0
268.398,0.04589,1991.90432,0.00408,0.00408,39937.19195,25.0,90.0
269.836,0.04601,2001.91929,0.00412,0.00412,40137.98652,25.0,90.0
271.326,0.04613,2011.93251,0.00418,0.00418,40338.7501,25.0,90.0
272.79,0.04625,2021.93475,0.00424,0.00424,40539.29238,25.0,90.0
274.367,0.04639,2031.94556,0.00429,0.00429,40740.00727,25.0,90.0
275.972,0.04652,2041.95482,0.00436,0.00436,40940.69119,25.0,90.0
277.574,0.04665,2051.96233,0.00442,0.00442,41141.33969,25.0,90.0
279.403,0.0468,2061.97401,0.0045,0.0045,41342.07229,25.0,90.0
281.144,0.04695,2071.97911,0.00458,0.00458,41542.67211,25.0,90.0
283.012,0.04711,2081.98003,0.00466,0.00466,41743.18782,25.0,90.0
284.994,0.04727,2091.98249,0.00475,0.00475,41943.73452,25.0,90.0
287.021,0.04744,2100.98824,0.00485,0.00485,42124.29693,25.0,90.0
288.94,0.0476,2110.50135,0.00495,0.00495,42315.03075,25.0,90.0
290.833,0.04776,2117.94046,0.00505,0.00505,42464.18484,25.0,90.0
292.734,0.04792,2126.19911,0.00515,0.00515,42629.76898,25.0,90.0
294.515,0.04807,2132.71352,0.00525,0.00525,42760.38172,25.0,90.0
296.273,0.04821,2139.82749,0.00535,0.00535,42903.0116,25.0,90.0
298.092,0.04836,2146.33312,0.00545,0.00545,43033.45171,25.0,90.0
299.797,0.0485,2151.53271,0.00555,0.00555,43137.702,25.0,90.0
301.547,0.04865,2158.00892,0.00565,0.00565,43267.54458,25.0,90.0
303.136,0.04878,2162.94373,0.00575,0.00575,43366.48786,25.0,90.0
304.812,0.04892,2167.40325,0.00585,0.00585,43455.90153,25.0,90.0
306.394,0.04905,2171.75365,0.00595,0.00595,43543.12423,25.0,90.0
307.967,0.04918,2175.6237,0.00605,0.00605,43620.71994,25.0,90.0
309.501,0.04931,2180.48981,0.00615,0.00615,43718.28225,25.0,90.0
311.063,0.04944,2184.2424,0.00625,0.00625,43793.52322,25.0,90.0
312.574,0.04957,2187.2624,0.00635,0.00635,43854.07364,25.0,90.0
314.138,0.0497,2191.43344,0.00645,0.00645,43937.70226,25.0,90.0
315.649,0.04983,2193.84179,0.00655,0.00655,43985.98768,25.0,90.0
317.14,0.04995,2197.45322,0.00665,0.00665,44058.39589,25.0,90.0
318.603,0.05007,2200.4214,0.00675,0.00675,44117.90615,25.0,90.0
320.054,0.05019,2202.91428,0.00685,0.00685,44167.8868,25.0,90.0
321.487,0.05031,2205.89739,0.00695,0.00695,44227.69804,25.0,90.0
322.941,0.05043,2209.10706,0.00705,0.00705,44292.05057,25.0,90.0
324.323,0.05055,2210.73297,0.00715,0.00715,44324.64953,25.0,90.0
325.756,0.05067,2213.8219,0.00725,0.00725,44386.58535,25.0,90.0
327.159,0.05079,2215.58766,0.00735,0.00735,44421.9861,25.0,90.0
328.603,0.0509,2218.52203,0.00745,0.00745,44480.81915,25.0,90.0
330.02,0.05102,2220.19866,0.00755,0.00755,44514.43614,25.0,90.0
331.501,0.05115,2222.4788,0.00765,0.00765,44560.14993,25.0,90.0
332.853,0.05126,2224.62239,0.00775,0.00775,44603.12834,25.0,90.0
334.223,0.05137,2226.18793,0.00785,0.00785,44634.51895,25.0,90.0
335.608,0.05149,2227.97213,0.00795,0.00795,44670.2915,25.0,90.0
336.999,0.0516,2230.16446,0.00805,0.00805,44714.24809,25.0,90.0
338.407,0.05172,2231.36819,0.00815,0.00815,44738.38416,25.0,90.0
339.775,0.05184,2233.3715,0.00825,0.00825,44778.5475,25.0,90.0
341.204,0.05196,2234.71398,0.00835,0.00835,44805.46322,25.0,90.0
342.514,0.05207,2236.28347,0.00845,0.00845,44836.93351,25.0,90.0
343.862,0.05218,2237.42311,0.00855,0.00855,44859.78155,25.0,90.0
345.225,0.05229,2239.60687,0.00865,0.00865,44903.56552,25.0,90.0
346.581,0.0524,2241.4756,0.00875,0.00875,44941.03331,25.0,90.0
347.9,0.05251,2242.50721,0.00886,0.00886,44961.71694,25.0,90.0
349.267,0.05263,2243.87539,0.00896,0.00896,44989.1461,25.0,90.0
350.592,0.05274,2245.1968,0.00906,0.00906,45015.64133,25.0,90.0
351.964,0.05285,2245.84203,0.00916,0.00916,45028.57912,25.0,90.0
353.319,0.05296,2247.85411,0.00926,0.00926,45068.91951,25.0,90.0
354.67,0.05308,2249.49517,0.00936,0.00936,45101.82388,25.0,90.0
355.972,0.05318,2249.63216,0.00946,0.00946,45104.56812,25.0,90.0
357.271,0.05329,2251.58673,0.00956,0.00956,45143.7577,25.0,90.0
358.58,0.0534,2252.54809,0.00966,0.00966,45163.0338,25.0,90.0
359.892,0.05351,2253.12461,0.00976,0.00976,45174.59061,25.0,90.0
361.201,0.05362,2254.1661,0.00986,0.00986,45195.47342,25.0,90.0
362.536,0.05373,2255.22736,0.00996,0.00996,45216.75459,25.0,90.0
363.868,0.05384,2256.5154,0.01006,0.01006,45242.57704,25.0,90.0
365.216,0.05396,2257.64427,0.01016,0.01016,45265.21263,25.0,90.0
366.546,0.05407,2258.5468,0.01026,0.01026,45283.30693,25.0,90.0
367.874,0.05418,2259.84846,0.01036,0.01036,45309.40381,25.0,90.0
369.142,0.05428,2260.3916,0.01046,0.01046,45320.29226,25.0,90.0
370.465,0.05439,2261.44495,0.01056,0.01056,45341.41409,25.0,90.0
371.739,0.0545,2262.55319,0.01066,0.01066,45363.63361,25.0,90.0
373.041,0.05461,2262.99666,0.01076,0.01076,45372.52585,25.0,90.0
374.328,0.05472,2264.38283,0.01086,0.01086,45400.31796,25.0,90.0
375.655,0.05483,2265.1038,0.01096,0.01096,45414.77393,25.0,90.0
376.947,0.05493,2265.75979,0.01106,0.01106,45427.92417,25.0,90.0
378.257,0.05504,2267.10293,0.01116,0.01116,45454.85317,25.0,90.0
379.543,0.05515,2267.77912,0.01126,0.01126,45468.41062,25.0,90.0
380.857,0.05526,2268.68274,0.01136,0.01136,45486.53149,25.0,90.0
382.177,0.05537,2268.9789,0.01146,0.01146,45492.46702,25.0,90.0
383.446,0.05548,2269.96244,0.01156,0.01156,45512.18574,25.0,90.0
384.768,0.05559,2271.05773,0.01166,0.01166,45534.14855,25.0,90.0
386.059,0.05569,2271.56486,0.01176,0.01176,45544.31553,25.0,90.0
387.386,0.05581,2272.47156,0.01186,0.01186,45562.49393,25.0,90.0
388.668,0.05591,2273.08452,0.01196,0.01196,45574.78549,25.0,90.0
389.966,0.05602,2274.02942,0.01206,0.01206,45593.72963,25.0,90.0
391.2,0.05612,2274.99496,0.01216,0.01216,45613.08983,25.0,90.0
392.488,0.05623,2274.92295,0.01226,0.01226,45611.64246,25.0,90.0
393.772,0.05634,2276.39518,0.01236,0.01236,45641.16079,25.0,90.0
395.053,0.05644,2276.64963,0.01246,0.01246,45646.2642,25.0,90.0
396.328,0.05655,2277.11703,0.01256,0.01256,45655.63446,25.0,90.0
397.65,0.05666,2277.94338,0.01266,0.01266,45672.20173,25.0,90.0
398.966,0.05677,2279.37149,0.01276,0.01276,45700.83482,25.0,90.0
400.259,0.05688,2279.21122,0.01286,0.01286,45697.62139,25.0,90.0
401.501,0.05698,2280.01364,0.01296,0.01296,45713.71063,25.0,90.0
402.791,0.05709,2280.75195,0.01306,0.01306,45728.51627,25.0,90.0
403.993,0.05719,2281.59806,0.01316,0.01316,45745.47747,25.0,90.0
405.318,0.0573,2282.47073,0.01326,0.01326,45762.97424,25.0,90.0
406.576,0.0574,2282.72584,0.01336,0.01336,45768.09093,25.0,90.0
407.882,0.05751,2283.64812,0.01346,0.01346,45786.58359,25.0,90.0
409.152,0.05762,2284.13265,0.01356,0.01356,45796.29467,25.0,90.0
410.465,0.05773,2284.80181,0.01366,0.01366,45809.71491,25.0,90.0
411.735,0.05783,2285.73902,0.01376,0.01376,45828.50413,25.0,90.0
412.984,0.05794,2285.81718,0.01386,0.01386,45830.07101,25.0,90.0
414.253,0.05804,2286.04265,0.01396,0.01396,45834.59016,25.0,90.0
415.536,0.05815,2287.15154,0.01406,0.01406,45856.82296,25.0,90.0
416.781,0.05825,2287.47998,0.01416,0.01416,45863.40915,25.0,90.0
418.074,0.05836,2287.64595,0.01426,0.01426,45866.73765,25.0,90.0
419.314,0.05846,2288.32367,0.01436,0.01436,45880.32608,25.0,90.0
420.591,0.05857,2288.94079,0.01446,0.01446,45892.69731,25.0,90.0
421.875,0.05868,2289.88679,0.01456,0.01456,45911.66358,25.0,90.0
423.126,0.05878,2290.11467,0.01466,0.01466,45916.23584,25.0,90.0
424.403,0.05889,2290.6925,0.01476,0.01476,45927.81921,25.0,90.0
425.68,0.05899,2291.7362,0.01486,0.01486,45948.74628,25.0,90.0
426.972,0.0591,2291.64443,0.01496,0.01496,45946.90499,25.0,90.0
428.203,0.05921,2292.27319,0.01506,0.01506,45959.5108,25.0,90.0
429.523,0.05931,2293.45849,0.01516,0.01516,45983.27507,25.0,90.0
430.769,0.05942,2294.05805,0.01526,0.01526,45995.29663,25.0,90.0
432.04,0.05953,2293.75048,0.01536,0.01536,45989.13093,25.0,90.0
433.324,0.05963,2294.45893,0.01546,0.01546,46003.33461,25.0,90.0
434.604,0.05974,2295.47079,0.01556,0.01556,46023.62431,25.0,90.0
435.871,0.05985,2295.4181,0.01566,0.01566,46022.56645,25.0,90.0
437.128,0.05995,2295.74039,0.01576,0.01576,46029.0287,25.0,90.0
438.384,0.06005,2296.70526,0.01586,0.01586,46048.37562,25.0,90.0
439.652,0.06016,2297.61987,0.01596,0.01596,46066.71337,25.0,90.0
440.927,0.06026,2297.25346,0.01606,0.01606,46059.36588,25.0,90.0
442.192,0.06037,2297.83524,0.01616,0.01616,46071.02891,25.0,90.0
443.462,0.06048,2299.09605,0.01626,0.01626,46096.30694,25.0,90.0
444.755,0.06058,2298.71779,0.01636,0.01636,46088.72486,25.0,90.0
446.014,0.06069,2299.82515,0.01646,0.01646,46110.92668,25.0,90.0
447.293,0.0608,2299.96192,0.01656,0.01656,46113.67093,25.0,90.0
448.513,0.0609,2300.30462,0.01666,0.01666,46120.54039,25.0,90.0
449.776,0.061,2301.04293,0.01676,0.01676,46135.3416,25.0,90.0
451.021,0.06111,2301.98696,0.01686,0.01686,46154.27246,25.0,90.0
452.291,0.06121,2302.04228,0.01696,0.01696,46155.37901,25.0,90.0
453.521,0.06131,2302.24338,0.01706,0.01706,46159.41128,25.0,90.0
454.811,0.06142,2303.18674,0.01716,0.01716,46178.32443,25.0,90.0
456.097,0.06153,2303.29168,0.01726,0.01726,46180.4313,25.0,90.0
457.349,0.06163,2303.61419,0.01736,0.01736,46186.89798,25.0,90.0
458.612,0.06174,2304.78675,0.01746,0.01746,46210.40553,25.0,90.0
459.884,0.06185,2304.64098,0.01756,0.01756,46207.48424,25.0,90.0
461.142,0.06195,2304.85371,0.01766,0.01766,46211.74667,25.0,90.0
462.423,0.06206,2306.20125,0.01776,0.01776,46238.76419,25.0,90.0
463.633,0.06216,2306.8625,0.01786,0.01786,46252.02509,25.0,90.0
464.913,0.06226,2306.31958,0.01796,0.01796,46241.14106,25.0,90.0
466.167,0.06237,2307.16217,0.01806,0.01806,46258.03144,25.0,90.0
467.435,0.06248,2308.22101,0.01816,0.01816,46279.26393,25.0,90.0
468.686,0.06258,2307.87809,0.01826,0.01826,46272.38561,25.0,90.0
469.965,0.06268,2308.53496,0.01836,0.01836,46285.55798,25.0,90.0
471.268,0.06279,2308.77886,0.01846,0.01846,46290.44893,25.0,90.0
472.518,0.0629,2309.36877,0.01856,0.01856,46302.27574,25.0,90.0
473.816,0.06301,2310.27591,0.01866,0.01866,46320.463,25.0,90.0
475.045,0.06311,2310.70445,0.01876,0.01876,46329.05425,25.0,90.0
476.32,0.06322,2310.97009,0.01886,0.01886,46334.37897,25.0,90.0
477.587,0.06332,2310.61093,0.01896,0.01896,46327.17754,25.0,90.0
478.869,0.06343,2311.79886,0.01906,0.01906,46350.99492,25.0,90.0
480.089,0.06353,2312.25506,0.01916,0.01916,46360.14388,25.0,90.0
481.395,0.06364,2311.98327,0.01926,0.01926,46354.69523,25.0,90.0
482.618,0.06374,2312.60479,0.01936,0.01936,46367.15498,25.0,90.0
483.873,0.06385,2313.12005,0.01946,0.01946,46377.48573,25.0,90.0
485.118,0.06395,2313.36725,0.01956,0.01956,46382.44308,25.0,90.0
486.402,0.06405,2314.42433,0.01966,0.01966,46403.63572,25.0,90.0
487.64,0.06416,2314.99316,0.01976,0.01976,46415.04204,25.0,90.0
488.946,0.06427,2314.68383,0.01986,0.01986,46408.84093,25.0,90.0
490.21,0.06437,2315.12752,0.01996,0.01996,46417.7376,25.0,90.0
491.484,0.06448,2316.11238,0.02006,0.02006,46437.48287,25.0,90.0
492.724,0.06458,2316.53916,0.02016,0.02016,46446.03872,25.0,90.0
494.001,0.06469,2317.15102,0.02026,0.02026,46458.30815,25.0,90.0
495.243,0.06479,2317.70843,0.02036,0.02036,46469.4843,25.0,90.0
496.513,0.0649,2317.51326,0.02046,0.02046,46465.57154,25.0,90.0
497.739,0.065,2317.88977,0.02056,0.02056,46473.11821,25.0,90.0
499.024,0.06511,2318.38769,0.02066,0.02066,46483.10372,25.0,90.0
500.31,0.06521,2319.11459,0.02076,0.02076,46497.67477,25.0,90.0
501.614,0.06532,2319.12073,0.02086,0.02086,46497.7987,25.0,90.0
502.865,0.06543,2320.20263,0.02096,0.02096,46519.49151,25.0,90.0
504.097,0.06553,2320.56531,0.02106,0.02106,46526.76376,25.0,90.0
505.314,0.06563,2320.63929,0.02116,0.02116,46528.24653,25.0,90.0
506.599,0.06574,2320.40065,0.02126,0.02126,46523.46181,25.0,90.0
507.848,0.06584,2321.05752,0.02136,0.02136,46536.62976,25.0,90.0
509.157,0.06595,2321.16224,0.02146,0.02146,46538.7322,25.0,90.0
510.414,0.06606,2321.89155,0.02156,0.02156,46553.35194,25.0,90.0
511.724,0.06617,2322.14643,0.02166,0.02166,46558.4642,25.0,90.0
512.919,0.06627,2322.85072,0.02176,0.02176,46572.58378,25.0,90.0
514.193,0.06637,2323.08036,0.02186,0.02186,46577.18703,25.0,90.0
515.48,0.06648,2323.47048,0.02196,0.02196,46585.00812,25.0,90.0
516.7,0.06658,2323.99474,0.02206,0.02206,46595.52035,25.0,90.0
517.985,0.06669,2324.30188,0.02216,0.02216,46601.68162,25.0,90.0
519.257,0.06679,2324.73305,0.02226,0.02226,46610.32599,25.0,90.0
520.567,0.0669,2325.72164,0.02236,0.02236,46630.14651,25.0,90.0
521.816,0.06701,2326.08454,0.02246,0.02246,46637.42319,25.0,90.0
523.15,0.06712,2326.6492,0.02256,0.02256,46648.74098,25.0,90.0
524.352,0.06722,2326.83734,0.02266,0.02266,46652.51653,25.0,90.0
525.617,0.06732,2326.50935,0.02276,0.02276,46645.93919,25.0,90.0
526.842,0.06742,2326.79475,0.02286,0.02286,46651.66227,25.0,90.0
528.138,0.06753,2328.18839,0.02296,0.02296,46679.60487,25.0,90.0
529.364,0.06764,2328.21188,0.02306,0.02306,46680.07405,25.0,90.0
