Time (s),Displacement (in),Load (lbs),Gauge Strain (in/in),Hybrid Strain (in/in),Engineering Stress (psi),Temp (C),Angle (deg)
71.253,0.0076,360.16761,0.00058,0.00058,7221.27189,25.0,0.0
72.747,0.00772,370.17136,0.0006,0.0006,7421.8446,25.0,0.0
74.297,0.00785,380.17491,0.00062,0.00062,7622.41343,25.0,0.0
75.791,0.00798,390.18421,0.00064,0.00064,7823.09734,25.0,0.0
77.269,0.0081,400.18708,0.00066,0.00066,8023.65234,25.0,0.0
78.84,0.00823,410.18921,0.00067,0.00067,8224.1924,25.0,0.0
80.314,0.00835,420.20117,0.00069,0.00069,8424.92998,25.0,0.0
81.796,0.00848,430.20659,0.00071,0.00071,8625.53589,25.0,0.0
83.355,0.00861,440.21125,0.00072,0.00072,8826.12685,25.0,0.0
84.763,0.00872,450.21379,0.00074,0.00074,9026.67521,25.0,0.0
86.234,0.00885,460.22396,0.00076,0.00076,9227.37683,25.0,0.0
87.709,0.00897,470.23627,0.00077,0.00077,9428.1216,25.0,0.0
89.167,0.00909,480.24164,0.0008,0.0008,9628.72695,25.0,0.0
90.636,0.00921,490.24707,0.00082,0.00082,9829.3323,25.0,0.0
92.104,0.00934,500.25567,0.00083,0.00083,10030.00293,25.0,0.0
93.491,0.00945,510.26379,0.0009,0.0009,10230.66361,25.0,0.0
94.961,0.00957,520.27914,0.0009,0.0009,10431.46813,25.0,0.0
96.399,0.00969,530.28797,0.00089,0.00089,10632.14319,25.0,0.0
97.777,0.00981,540.29543,0.0009,0.0009,10832.79059,25.0,0.0
99.225,0.00993,550.30392,0.00092,0.00092,11033.4579,25.0,0.0
100.586,0.01004,560.3127,0.00094,0.00094,11234.13186,25.0,0.0
102.026,0.01016,570.32427,0.00096,0.00096,11434.86114,25.0,0.0
103.403,0.01028,580.3348,0.00097,0.00097,11635.5694,25.0,0.0
104.76,0.01039,590.34071,0.00099,0.00099,11836.18581,25.0,0.0
106.172,0.01051,600.34356,0.00101,0.00101,12036.74026,25.0,0.0
107.543,0.01062,610.35557,0.00102,0.00102,12237.47839,25.0,0.0
108.881,0.01073,620.35825,0.00104,0.00104,12438.02952,25.0,0.0
110.233,0.01085,630.36208,0.00106,0.00106,12638.60388,25.0,0.0
111.588,0.01096,640.36509,0.00107,0.00107,12839.16165,25.0,0.0
112.927,0.01107,650.3805,0.00109,0.00109,13039.96839,25.0,0.0
114.266,0.01118,660.38269,0.00111,0.00111,13240.50956,25.0,0.0
115.612,0.01129,670.38938,0.00113,0.00113,13441.14146,25.0,0.0
116.936,0.01141,680.39101,0.00114,0.00114,13641.67156,25.0,0.0
118.254,0.01152,690.39117,0.00116,0.00116,13842.1729,25.0,0.0
119.597,0.01163,700.40411,0.00118,0.00118,14042.92984,25.0,0.0
120.92,0.01174,710.40772,0.00119,0.00119,14243.49978,25.0,0.0
122.177,0.01184,720.41677,0.00121,0.00121,14444.17816,25.0,0.0
123.504,0.01195,730.42856,0.00123,0.00123,14644.91297,25.0,0.0
124.825,0.01206,740.43629,0.00125,0.00125,14845.5648,25.0,0.0
126.081,0.01217,750.4427,0.00126,0.00126,15046.19117,25.0,0.0
127.407,0.01228,760.44988,0.00128,0.00128,15246.83303,25.0,0.0
128.662,0.01238,770.4642,0.0013,0.0013,15447.61764,25.0,0.0
129.909,0.01249,780.475,0.00131,0.00131,15648.33143,25.0,0.0
131.229,0.0126,790.47752,0.00133,0.00133,15848.87924,25.0,0.0
132.479,0.0127,800.47828,0.00135,0.00135,16049.39164,25.0,0.0
133.723,0.01281,810.48666,0.00136,0.00136,16250.05785,25.0,0.0
134.968,0.01291,820.49061,0.00138,0.00138,16450.63442,25.0,0.0
136.279,0.01302,830.49746,0.0014,0.0014,16651.26965,25.0,0.0
137.516,0.01312,840.50585,0.00141,0.00141,16851.93475,25.0,0.0
138.746,0.01322,850.51544,0.00143,0.00143,17052.6253,25.0,0.0
140.064,0.01333,860.51746,0.00145,0.00145,17253.16315,25.0,0.0
141.23,0.01343,870.51954,0.00146,0.00146,17453.70211,25.0,0.0
142.518,0.01354,880.53523,0.00148,0.00148,17654.51438,25.0,0.0
143.76,0.01364,890.53944,0.0015,0.0015,17855.09649,25.0,0.0
144.977,0.01374,900.54975,0.00151,0.00151,18055.80032,25.0,0.0
146.199,0.01385,910.56473,0.00153,0.00153,18256.59821,25.0,0.0
147.443,0.01395,920.57992,0.00154,0.00154,18457.40052,25.0,0.0
148.648,0.01405,930.59017,0.00155,0.00155,18658.10435,25.0,0.0
149.871,0.01415,940.60833,0.00157,0.00157,18858.96531,25.0,0.0
151.102,0.01425,950.61979,0.00159,0.00159,19059.69349,25.0,0.0
152.327,0.01435,960.61995,0.0016,0.0016,19260.19371,25.0,0.0
153.48,0.01445,970.63613,0.00162,0.00162,19461.01484,25.0,0.0
154.694,0.01455,980.64463,0.00164,0.00164,19661.68326,25.0,0.0
155.916,0.01465,990.64807,0.00166,0.00166,19862.24988,25.0,0.0
157.126,0.01476,1000.65163,0.00167,0.00167,20062.81871,25.0,0.0
158.278,0.01485,1010.6598,0.00169,0.00169,20263.48049,25.0,0.0
159.523,0.01495,1020.66072,0.0017,0.0017,20463.99621,25.0,0.0
160.735,0.01506,1030.6746,0.00172,0.00172,20664.77086,25.0,0.0
161.884,0.01515,1040.67629,0.00174,0.00174,20865.30207,25.0,0.0
163.094,0.01525,1050.68578,0.00175,0.00175,21065.99041,25.0,0.0
