Time (s),Displacement (in),Load (lbs),Gauge Strain (in/in),Hybrid Strain (in/in),Engineering Stress (psi),Temp (C),Angle (deg)
91.279,0.01362,360.18561,0.00033,0.00033,7337.64,25.0,45.0
93.001,0.01376,370.18609,0.00034,0.00034,7541.37,25.0,45.0
94.722,0.0139,380.18787,0.00037,0.00037,7745.12,25.0,45.0
96.368,0.01404,390.18832,0.00038,0.00038,7948.85,25.0,45.0
98.073,0.01418,400.2014,0.0004,0.0004,8152.84,25.0,45.0
99.716,0.01432,410.20513,0.00042,0.00042,8356.63,25.0,45.0
101.337,0.01445,420.21028,0.00044,0.00044,8560.45,25.0,45.0
103.028,0.01459,430.21877,0.00045,0.00045,8764.35,25.0,45.0
104.621,0.01473,440.22121,0.00047,0.00047,8968.11,25.0,45.0
106.219,0.01486,450.22479,0.00049,0.00049,9171.9,25.0,45.0
107.837,0.015,460.22937,0.0005,0.0005,9375.72,25.0,45.0
109.375,0.01512,470.2321,0.00052,0.00052,9579.49,25.0,45.0
110.976,0.01526,480.23527,0.00054,0.00054,9783.27,25.0,45.0
112.568,0.01539,490.24624,0.00056,0.00056,9987.21,25.0,45.0
114.084,0.01552,500.2526,0.00057,0.00057,10191.06,25.0,45.0
115.622,0.01564,510.25671,0.0006,0.0006,10394.86,25.0,45.0
117.138,0.01577,520.26383,0.00061,0.00061,10598.73,25.0,45.0
118.653,0.0159,530.26668,0.00063,0.00063,10802.5,25.0,45.0
120.179,0.01602,540.26755,0.00065,0.00065,11006.24,25.0,45.0
121.694,0.01615,550.26765,0.00067,0.00067,11209.96,25.0,45.0
123.21,0.01628,560.2717,0.00068,0.00068,11413.76,25.0,45.0
124.698,0.0164,570.27273,0.0007,0.0007,11617.5,25.0,45.0
126.189,0.01653,580.28425,0.00072,0.00072,11821.45,25.0,45.0
127.698,0.01665,590.2861,0.00074,0.00074,12025.21,25.0,45.0
129.118,0.01677,600.29674,0.00076,0.00076,12229.14,25.0,45.0
130.623,0.01689,610.30184,0.00078,0.00078,12432.97,25.0,45.0
132.121,0.01702,620.30243,0.0008,0.0008,12636.7,25.0,45.0
133.545,0.01714,630.30879,0.00082,0.00082,12840.55,25.0,45.0
134.979,0.01726,640.31471,0.00084,0.00084,13044.38,25.0,45.0
136.458,0.01738,650.31799,0.00085,0.00085,13248.17,25.0,45.0
137.874,0.0175,660.32912,0.00087,0.00087,13452.12,25.0,45.0
139.301,0.01762,670.34113,0.00089,0.00089,13656.08,25.0,45.0
140.703,0.01774,680.3414,0.0009,0.0009,13859.8,25.0,45.0
142.168,0.01786,690.34155,0.00093,0.00093,14063.52,25.0,45.0
143.588,0.01797,700.35647,0.00095,0.00095,14267.55,25.0,45.0
144.974,0.01809,710.36415,0.00097,0.00097,14471.42,25.0,45.0
146.365,0.01821,720.37045,0.00098,0.00098,14675.27,25.0,45.0
147.763,0.01832,730.37252,0.001,0.001,14879.03,25.0,45.0
149.136,0.01844,740.37658,0.00103,0.00103,15082.83,25.0,45.0
150.511,0.01855,750.39139,0.00104,0.00104,15286.85,25.0,45.0
151.902,0.01867,760.39302,0.00106,0.00106,15490.6,25.0,45.0
153.289,0.01878,770.39856,0.00107,0.00107,15694.43,25.0,45.0
154.663,0.0189,780.40266,0.00109,0.00109,15898.23,25.0,45.0
155.99,0.01901,790.4077,0.00112,0.00112,16102.05,25.0,45.0
157.361,0.01912,800.41357,0.00114,0.00114,16305.89,25.0,45.0
158.663,0.01923,810.4242,0.00115,0.00115,16509.83,25.0,45.0
160.043,0.01935,820.43567,0.00117,0.00117,16713.78,25.0,45.0
161.339,0.01945,830.4507,0.00119,0.00119,16917.8,25.0,45.0
162.7,0.01957,840.45892,0.00122,0.00122,17121.69,25.0,45.0
164.008,0.01968,850.47307,0.00123,0.00123,17325.7,25.0,45.0
165.364,0.01979,860.48019,0.00125,0.00125,17529.56,25.0,45.0
166.661,0.0199,870.48244,0.00128,0.00128,17733.32,25.0,45.0
167.961,0.02001,880.48605,0.00129,0.00129,17937.12,25.0,45.0
169.315,0.02012,890.50003,0.00132,0.00132,18141.12,25.0,45.0
170.599,0.02023,900.511,0.00134,0.00134,18345.06,25.0,45.0
171.892,0.02033,910.51884,0.00135,0.00135,18548.94,25.0,45.0
173.177,0.02044,920.53058,0.00138,0.00138,18752.9,25.0,45.0
174.459,0.02055,930.5365,0.00139,0.00139,18956.74,25.0,45.0
175.827,0.02066,940.53698,0.00142,0.00142,19160.46,25.0,45.0
177.102,0.02077,950.54416,0.00144,0.00144,19364.33,25.0,45.0
178.381,0.02087,960.54816,0.00146,0.00146,19568.13,25.0,45.0
179.673,0.02098,970.55995,0.00147,0.00147,19772.09,25.0,45.0
180.945,0.02109,980.57251,0.00149,0.00149,19976.06,25.0,45.0
182.219,0.02119,990.58166,0.00151,0.00151,20179.96,25.0,45.0
183.447,0.0213,1000.59,0.00153,0.00153,20383.76,25.0,45.0
184.724,0.0214,1010.59,0.00156,0.00156,20587.51,25.0,45.0
186.0,0.02151,1020.6,0.00157,0.00157,20791.47,25.0,45.0
187.275,0.02162,1030.6,0.00159,0.00159,20995.2,25.0,45.0
188.495,0.02172,1040.61,0.00161,0.00161,21199.04,25.0,45.0
189.762,0.02182,1050.62,0.00163,0.00163,21403.11,25.0,45.0
191.03,0.02193,1060.63,0.00165,0.00165,21607.01,25.0,45.0
192.243,0.02203,1070.64,0.00167,0.00167,21810.8,25.0,45.0
193.503,0.02213,1080.64,0.00169,0.00169,22014.6,25.0,45.0
194.771,0.02224,1090.65,0.00171,0.00171,22218.57,25.0,45.0
195.988,0.02234,1100.66,0.00173,0.00173,22422.47,25.0,45.0
197.251,0.02245,1110.67,0.00175,0.00175,22626.44,25.0,45.0
198.444,0.02255,1120.67,0.00177,0.00177,22830.18,25.0,45.0
199.646,0.02265,1130.68,0.00179,0.00179,23033.95,25.0,45.0
200.91,0.02275,1140.69,0.00181,0.00181,23238.04,25.0,45.0
202.097,0.02285,1150.7,0.00183,0.00183,23441.8,25.0,45.0
203.355,0.02296,1160.71,0.00185,0.00185,23645.73,25.0,45.0
204.555,0.02305,1170.71,0.00187,0.00187,23849.51,25.0,45.0
205.732,0.02315,1180.71,0.0019,0.0019,24053.29,25.0,45.0
206.99,0.02326,1190.72,0.00192,0.00192,24257.07,25.0,45.0
208.19,0.02336,1200.72,0.00194,0.00194,24460.87,25.0,45.0
209.367,0.02346,1210.73,0.00195,0.00195,24664.81,25.0,45.0
210.549,0.02356,1220.74,0.00197,0.00197,24868.63,25.0,45.0
211.811,0.02366,1230.74,0.00199,0.00199,25072.4,25.0,45.0
212.986,0.02376,1240.76,0.00201,0.00201,25276.52,25.0,45.0
214.168,0.02386,1250.78,0.00203,0.00203,25480.64,25.0,45.0
215.334,0.02396,1260.79,0.00205,0.00205,25684.54,25.0,45.0
216.526,0.02405,1270.79,0.00207,0.00207,25888.34,25.0,45.0
217.77,0.02416,1280.8,0.0021,0.0021,26092.27,25.0,45.0
218.941,0.02425,1290.81,0.00212,0.00212,26296.16,25.0,45.0
220.139,0.02435,1300.81,0.00214,0.00214,26499.91,25.0,45.0
221.311,0.02445,1310.83,0.00216,0.00216,26704.01,25.0,45.0
222.483,0.02455,1320.84,0.00217,0.00217,26907.91,25.0,45.0
223.659,0.02465,1330.86,0.00219,0.00219,27111.98,25.0,45.0
224.847,0.02475,1340.86,0.00221,0.00221,27315.76,25.0,45.0
226.015,0.02484,1350.87,0.00223,0.00223,27519.6,25.0,45.0
227.186,0.02494,1360.88,0.00226,0.00226,27723.6,25.0,45.0
228.375,0.02504,1370.89,0.00227,0.00227,27927.54,25.0,45.0
229.544,0.02514,1380.9,0.0023,0.0023,28131.54,25.0,45.0
230.72,0.02524,1390.92,0.00231,0.00231,28335.5,25.0,45.0
231.905,0.02533,1400.92,0.00235,0.00235,28539.31,25.0,45.0
233.08,0.02543,1410.94,0.00236,0.00236,28743.38,25.0,45.0
234.254,0.02553,1420.95,0.00239,0.00239,28947.28,25.0,45.0
235.431,0.02563,1430.96,0.00241,0.00241,29151.23,25.0,45.0
236.609,0.02573,1440.96,0.00244,0.00244,29354.96,25.0,45.0
237.717,0.02582,1450.97,0.00245,0.00245,29558.97,25.0,45.0
238.887,0.02592,1460.98,0.00246,0.00246,29762.88,25.0,45.0
240.084,0.02602,1470.99,0.00249,0.00249,29966.78,25.0,45.0
241.249,0.02611,1480.99,0.0025,0.0025,30170.51,25.0,45.0
242.353,0.02621,1491.0,0.00255,0.00255,30374.32,25.0,45.0
243.537,0.0263,1501.0,0.00255,0.00255,30578.19,25.0,45.0
244.719,0.0264,1511.01,0.00258,0.00258,30781.95,25.0,45.0
245.89,0.0265,1521.02,0.0026,0.0026,30985.96,25.0,45.0
246.986,0.02659,1531.04,0.00262,0.00262,31190.02,25.0,45.0
248.179,0.02669,1541.04,0.00263,0.00263,31393.8,25.0,45.0
249.356,0.02679,1551.04,0.00265,0.00265,31597.54,25.0,45.0
250.518,0.02689,1561.05,0.00268,0.00268,31801.52,25.0,45.0
251.619,0.02698,1571.06,0.0027,0.0027,32005.46,25.0,45.0
252.8,0.02708,1581.06,0.00272,0.00272,32209.19,25.0,45.0
253.976,0.02717,1591.07,0.00275,0.00275,32413.0,25.0,45.0
255.145,0.02727,1601.08,0.00277,0.00277,32616.85,25.0,45.0
256.33,0.02737,1611.08,0.00279,0.00279,32820.75,25.0,45.0
257.501,0.02747,1621.09,0.00281,0.00281,33024.61,25.0,45.0
258.618,0.02756,1631.1,0.00283,0.00283,33228.48,25.0,45.0
259.792,0.02766,1641.12,0.00286,0.00286,33432.52,25.0,45.0
260.981,0.02776,1651.13,0.00288,0.00288,33636.47,25.0,45.0
262.148,0.02786,1661.13,0.0029,0.0029,33840.25,25.0,45.0
263.333,0.02795,1671.14,0.00292,0.00292,34044.22,25.0,45.0
264.533,0.02805,1681.16,0.00295,0.00295,34248.23,25.0,45.0
265.723,0.02815,1691.16,0.00298,0.00298,34451.98,25.0,45.0
266.913,0.02825,1701.17,0.00299,0.00299,34655.93,25.0,45.0
268.121,0.02835,1711.19,0.00302,0.00302,34859.99,25.0,45.0
269.333,0.02845,1721.2,0.00304,0.00304,35064.1,25.0,45.0
270.538,0.02855,1731.22,0.00307,0.00307,35268.09,25.0,45.0
271.764,0.02866,1741.22,0.0031,0.0031,35471.89,25.0,45.0
272.997,0.02876,1751.23,0.00313,0.00313,35675.74,25.0,45.0
274.212,0.02886,1761.24,0.00315,0.00315,35879.71,25.0,45.0
275.434,0.02896,1771.24,0.00318,0.00318,36083.44,25.0,45.0
276.743,0.02907,1781.26,0.00321,0.00321,36287.47,25.0,45.0
277.966,0.02917,1791.27,0.00323,0.00323,36491.36,25.0,45.0
279.272,0.02928,1801.27,0.00327,0.00327,36695.23,25.0,45.0
280.601,0.02939,1811.29,0.00329,0.00329,36899.25,25.0,45.0
281.909,0.0295,1821.3,0.00333,0.00333,37103.14,25.0,45.0
283.164,0.02961,1831.31,0.00336,0.00336,37307.18,25.0,45.0
284.598,0.02972,1841.33,0.0034,0.0034,37511.31,25.0,45.0
285.929,0.02984,1851.34,0.00343,0.00343,37715.2,25.0,45.0
287.287,0.02995,1861.35,0.00347,0.00347,37919.19,25.0,45.0
288.754,0.03007,1871.36,0.00351,0.00351,38122.96,25.0,45.0
290.201,0.03019,1881.36,0.00355,0.00355,38326.68,25.0,45.0
291.666,0.03032,1891.37,0.0036,0.0036,38530.61,25.0,45.0
293.25,0.03045,1901.37,0.00365,0.00365,38734.49,25.0,45.0
294.817,0.03058,1911.38,0.0037,0.0037,38938.31,25.0,45.0
296.418,0.03071,1921.39,0.00375,0.00375,39142.28,25.0,45.0
298.117,0.03085,1931.39,0.00381,0.00381,39346.05,25.0,45.0
299.821,0.031,1941.41,0.00388,0.00388,39550.09,25.0,45.0
301.735,0.03115,1951.41,0.00395,0.00395,39753.9,25.0,45.0
303.652,0.03131,1961.42,0.00403,0.00403,39957.73,25.0,45.0
305.697,0.03148,1971.42,0.00412,0.00412,40161.49,25.0,45.0
307.766,0.03166,1981.44,0.00421,0.00421,40365.47,25.0,45.0
309.915,0.03184,1990.61,0.00431,0.00431,40552.42,25.0,45.0
311.946,0.03201,1998.69,0.00441,0.00441,40717.0,25.0,45.0
313.909,0.03217,2006.54,0.00451,0.00451,40876.99,25.0,45.0
315.797,0.03233,2013.25,0.00461,0.00461,41013.51,25.0,45.0
317.679,0.03248,2020.39,0.00471,0.00471,41159.07,25.0,45.0
319.529,0.03264,2026.2,0.00481,0.00481,41277.32,25.0,45.0
321.225,0.03278,2031.4,0.00491,0.00491,41383.28,25.0,45.0
322.998,0.03293,2037.47,0.00501,0.00501,41507.06,25.0,45.0
324.694,0.03307,2042.16,0.00511,0.00511,41602.6,25.0,45.0
326.442,0.03321,2047.65,0.00521,0.00521,41714.38,25.0,45.0
